observer,date,site,start_time,end_time,species_ves,count_ves,comments_ves,survey_time,temp_ves_id
Sydney Dawson,2022-07-11T00:00:00Z,rv pond,21:39:00,22:03:00,Rana clamitans,2,NA,night,187
Sydney Dawson,2022-07-11T00:00:00Z,rv pond,21:39:00,22:03:00,Rana catesbeiana,1,NA,night,188
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,2,NA,night,189
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana catesbeiana,1,NA,night,190
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana catesbeiana,1,NA,night,191
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,1,NA,night,192
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana catesbeiana,2,NA,night,193
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana catesbeiana,5,NA,night,194
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,1,NA,night,195
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana catesbeiana,3,NA,night,196
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana catesbeiana,3,NA,night,197
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana catesbeiana,4,NA,night,198
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,2,NA,night,199
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,1,NA,night,200
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana catesbeiana,3,NA,night,201
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana catesbeiana,2,NA,night,202
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,1,NA,night,203
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana catesbeiana,1,NA,night,204
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana catesbeiana,3,NA,night,205
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana catesbeiana,1,NA,night,206
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana catesbeiana,1,NA,night,207
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana catesbeiana,2,NA,night,208
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana catesbeiana,2,NA,night,209
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,1,NA,night,210
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,1,NA,night,211
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,1,NA,night,212
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,1,NA,night,213
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,2,NA,night,214
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana catesbeiana,1,NA,night,215
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,1,NA,night,216
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana catesbeiana,1,NA,night,217
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,1,NA,night,218
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana catesbeiana,1,NA,night,219
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,1,NA,night,220
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,2,NA,night,221
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana catesbeiana,1,NA,night,222
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,2,NA,night,223
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,1,NA,night,224
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana catesbeiana,1,NA,night,225
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,2,NA,night,226
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana catesbeiana,2,NA,night,227
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,1,NA,night,228
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana catesbeiana,3,NA,night,229
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,1,NA,night,230
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,1,NA,night,231
Myah Madril,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana catesbeiana,1,NA,night,232
Brandon Hoenig,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,3,Easily over 200 frogs in total.,night,233
Brandon Hoenig,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,7,NA,night,234
Brandon Hoenig,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana catesbeiana,3,NA,night,235
Brandon Hoenig,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,1,NA,night,236
Brandon Hoenig,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana catesbeiana,1,NA,night,237
Brandon Hoenig,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,1,NA,night,238
Brandon Hoenig,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,3,NA,night,239
Brandon Hoenig,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana catesbeiana,9,NA,night,240
Brandon Hoenig,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,20,NA,night,241
Brandon Hoenig,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana catesbeiana,10,NA,night,242
Brandon Hoenig,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,6,NA,night,243
Brandon Hoenig,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana catesbeiana,5,NA,night,244
Brandon Hoenig,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,10,NA,night,245
Brandon Hoenig,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana catesbeiana,3,NA,night,246
Brandon Hoenig,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,3,NA,night,247
Brandon Hoenig,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,2,NA,night,248
Brandon Hoenig,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,2,NA,night,249
Brandon Hoenig,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana catesbeiana,4,NA,night,250
Brandon Hoenig,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana catesbeiana,1,NA,night,251
Brandon Hoenig,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,1,NA,night,252
Brandon Hoenig,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,3,NA,night,253
Brandon Hoenig,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana catesbeiana,5,NA,night,254
Brandon Hoenig,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,3,NA,night,255
Brandon Hoenig,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana catesbeiana,5,NA,night,256
Brandon Hoenig,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,5,NA,night,257
Brandon Hoenig,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana catesbeiana,6,NA,night,258
Brandon Hoenig,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana catesbeiana,5,NA,night,259
Brandon Hoenig,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,8,NA,night,260
Brandon Hoenig,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana catesbeiana,3,NA,night,261
Brandon Hoenig,2022-07-11T00:00:00Z,rv pond,21:40:00,22:02:00,Rana clamitans,3,NA,night,262
Myah Madril,2022-07-18T00:00:00Z,tuttle pond,21:30:00,21:52:00,Rana clamitans,1,NA,night,263
Myah Madril,2022-07-18T00:00:00Z,tuttle pond,21:30:00,21:52:00,Rana catesbeiana,1,NA,night,264
Myah Madril,2022-07-18T00:00:00Z,tuttle pond,21:30:00,21:52:00,Rana catesbeiana,3,NA,night,265
Myah Madril,2022-07-18T00:00:00Z,tuttle pond,21:30:00,21:52:00,Rana clamitans,1,NA,night,266
Myah Madril,2022-07-18T00:00:00Z,tuttle pond,21:30:00,21:52:00,Rana catesbeiana,1,NA,night,267
Myah Madril,2022-07-18T00:00:00Z,tuttle pond,21:30:00,21:52:00,Rana clamitans,1,NA,night,268
Myah Madril,2022-07-18T00:00:00Z,tuttle pond,21:30:00,21:52:00,Rana clamitans,6,NA,night,269
Myah Madril,2022-07-18T00:00:00Z,tuttle pond,21:30:00,21:52:00,Rana clamitans,1,NA,night,270
Myah Madril,2022-07-18T00:00:00Z,tuttle pond,21:30:00,21:52:00,Rana clamitans,3,NA,night,271
Myah Madril,2022-07-18T00:00:00Z,tuttle pond,21:30:00,21:52:00,Rana clamitans,2,NA,night,272
Myah Madril,2022-07-18T00:00:00Z,tuttle pond,21:30:00,21:52:00,Rana clamitans,3,NA,night,273
Myah Madril,2022-07-18T00:00:00Z,tuttle pond,21:30:00,21:52:00,Rana clamitans,3,NA,night,274
Myah Madril,2022-07-18T00:00:00Z,tuttle pond,21:30:00,21:52:00,Rana clamitans,1,NA,night,275
Myah Madril,2022-07-18T00:00:00Z,tuttle pond,21:30:00,21:52:00,Rana catesbeiana,4,NA,night,276
Myah Madril,2022-07-18T00:00:00Z,tuttle pond,21:30:00,21:52:00,Rana catesbeiana,2,NA,night,277
Myah Madril,2022-07-18T00:00:00Z,tuttle pond,21:30:00,21:52:00,Rana catesbeiana,4,NA,night,278
Myah Madril,2022-07-18T00:00:00Z,tuttle pond,21:30:00,21:52:00,Rana catesbeiana,3,NA,night,279
Myah Madril,2022-07-18T00:00:00Z,tuttle pond,21:30:00,21:52:00,Rana clamitans,1,NA,night,280
Myah Madril,2022-07-18T00:00:00Z,tuttle pond,21:30:00,21:52:00,Rana catesbeiana,2,NA,night,281
Myah Madril,2022-07-18T00:00:00Z,tuttle pond,21:30:00,21:52:00,Rana catesbeiana,5,NA,night,282
Myah Madril,2022-07-18T00:00:00Z,tuttle pond,21:30:00,21:52:00,Rana catesbeiana,2,NA,night,283
Myah Madril,2022-07-18T00:00:00Z,tuttle pond,21:30:00,21:52:00,Rana catesbeiana,7,NA,night,284
Brandon Hoenig,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana catesbeiana,1,NA,night,285
Brandon Hoenig,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana clamitans,1,NA,night,286
Brandon Hoenig,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana clamitans,1,NA,night,287
Brandon Hoenig,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana catesbeiana,2,NA,night,288
Brandon Hoenig,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana clamitans,1,NA,night,289
Brandon Hoenig,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana catesbeiana,1,NA,night,290
Brandon Hoenig,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana catesbeiana,1,NA,night,291
Brandon Hoenig,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana clamitans,1,NA,night,292
Brandon Hoenig,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana clamitans,1,NA,night,293
Brandon Hoenig,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana catesbeiana,1,NA,night,294
Brandon Hoenig,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana catesbeiana,1,NA,night,295
Brandon Hoenig,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana clamitans,1,NA,night,296
Brandon Hoenig,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana clamitans,1,NA,night,297
Brandon Hoenig,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana catesbeiana,2,NA,night,298
Brandon Hoenig,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana clamitans,1,NA,night,299
Brandon Hoenig,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana catesbeiana,1,NA,night,300
Brandon Hoenig,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana catesbeiana,1,NA,night,301
Brandon Hoenig,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana clamitans,1,NA,night,302
Brandon Hoenig,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana clamitans,1,NA,night,303
Brandon Hoenig,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana catesbeiana,1,NA,night,304
Emily Jolly,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana catesbeiana,1,NA,night,305
Emily Jolly,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana clamitans,1,NA,night,306
Emily Jolly,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana clamitans,1,NA,night,307
Emily Jolly,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana clamitans,1,NA,night,308
Emily Jolly,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana clamitans,1,NA,night,309
Emily Jolly,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana clamitans,1,NA,night,310
Emily Jolly,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana clamitans,1,NA,night,311
Emily Jolly,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana catesbeiana,1,NA,night,312
Emily Jolly,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana clamitans,1,NA,night,313
Emily Jolly,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana clamitans,1,NA,night,314
Emily Jolly,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana clamitans,1,NA,night,315
Emily Jolly,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana catesbeiana,1,NA,night,316
Emily Jolly,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana catesbeiana,1,NA,night,317
Emily Jolly,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana clamitans,1,NA,night,318
Emily Jolly,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana clamitans,1,NA,night,319
Emily Jolly,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana clamitans,1,NA,night,320
Emily Jolly,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana clamitans,1,NA,night,321
Emily Jolly,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana clamitans,1,NA,night,322
Emily Jolly,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana clamitans,1,NA,night,323
Emily Jolly,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana catesbeiana,1,NA,night,324
Emily Jolly,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana clamitans,1,NA,night,325
Emily Jolly,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana clamitans,1,NA,night,326
Emily Jolly,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana clamitans,1,NA,night,327
Emily Jolly,2022-05-26T00:00:00Z,wood lab pond,20:57:00,21:17:00,Rana catesbeiana,1,NA,night,328
Emily Jolly,2022-05-27T00:00:00Z,wood lab pond,20:43:00,NA,Rana catesbeiana,1,NA,night,329
Emily Jolly,2022-05-27T00:00:00Z,wood lab pond,20:43:00,NA,Rana catesbeiana,1,NA,night,330
Emily Jolly,2022-05-27T00:00:00Z,wood lab pond,20:43:00,NA,Rana catesbeiana,1,NA,night,331
Emily Jolly,2022-05-27T00:00:00Z,wood lab pond,20:43:00,NA,Rana clamitans,1,NA,night,332
Emily Jolly,2022-05-27T00:00:00Z,wood lab pond,20:43:00,NA,Rana catesbeiana,1,NA,night,333
Emily Jolly,2022-05-27T00:00:00Z,wood lab pond,20:43:00,NA,Rana catesbeiana,1,NA,night,334
Emily Jolly,2022-05-27T00:00:00Z,wood lab pond,20:43:00,NA,Rana catesbeiana,1,NA,night,335
Emily Jolly,2022-05-27T00:00:00Z,wood lab pond,20:43:00,NA,Rana catesbeiana,1,NA,night,336
Emily Jolly,2022-05-27T00:00:00Z,wood lab pond,20:43:00,NA,Rana clamitans,1,NA,night,337
Emily Jolly,2022-05-27T00:00:00Z,wood lab pond,20:43:00,NA,Rana catesbeiana,1,NA,night,338
Brandon Hoenig,2022-05-27T00:00:00Z,wood lab pond,20:43:00,20:56:00,Rana clamitans,1,NA,night,339
Brandon Hoenig,2022-05-27T00:00:00Z,wood lab pond,20:43:00,20:56:00,Rana catesbeiana,1,NA,night,340
Brandon Hoenig,2022-05-27T00:00:00Z,wood lab pond,20:43:00,20:56:00,Rana catesbeiana,1,NA,night,341
Brandon Hoenig,2022-05-27T00:00:00Z,wood lab pond,20:43:00,20:56:00,Rana catesbeiana,1,NA,night,342
Brandon Hoenig,2022-05-27T00:00:00Z,wood lab pond,20:43:00,20:56:00,Rana clamitans,1,NA,night,343
Brandon Hoenig,2022-05-27T00:00:00Z,wood lab pond,20:43:00,20:56:00,Rana catesbeiana,1,NA,night,344
Brandon Hoenig,2022-05-27T00:00:00Z,wood lab pond,20:43:00,20:56:00,Rana catesbeiana,1,NA,night,345
Brandon Hoenig,2022-05-27T00:00:00Z,wood lab pond,20:43:00,20:56:00,Rana catesbeiana,1,NA,night,346
Shane Robertson,2022-05-26T00:00:00Z,wood lab pond,20:58:00,21:17:00,Rana clamitans,1,NA,night,347
Shane Robertson,2022-05-26T00:00:00Z,wood lab pond,20:58:00,21:17:00,Rana clamitans,1,NA,night,348
Shane Robertson,2022-05-26T00:00:00Z,wood lab pond,20:58:00,21:17:00,Rana clamitans,1,NA,night,349
Shane Robertson,2022-05-26T00:00:00Z,wood lab pond,20:58:00,21:17:00,Rana clamitans,1,NA,night,350
Shane Robertson,2022-05-26T00:00:00Z,wood lab pond,20:58:00,21:17:00,Rana clamitans,1,NA,night,351
Shane Robertson,2022-05-26T00:00:00Z,wood lab pond,20:58:00,21:17:00,Rana clamitans,1,NA,night,352
Shane Robertson,2022-05-26T00:00:00Z,wood lab pond,20:58:00,21:17:00,Rana clamitans,1,NA,night,353
Shane Robertson,2022-05-26T00:00:00Z,wood lab pond,20:58:00,21:17:00,Rana clamitans,1,NA,night,354
Brandon Hoenig,2022-06-03T00:00:00Z,phelps pond,20:59:00,21:25:00,Rana catesbeiana,1,NA,night,355
Brandon Hoenig,2022-06-03T00:00:00Z,phelps pond,20:59:00,21:25:00,Rana catesbeiana,1,NA,night,356
Brandon Hoenig,2022-06-03T00:00:00Z,phelps pond,20:59:00,21:25:00,Rana catesbeiana,5,NA,night,357
Brandon Hoenig,2022-06-03T00:00:00Z,phelps pond,20:59:00,21:25:00,Rana clamitans,1,NA,night,358
Brandon Hoenig,2022-06-03T00:00:00Z,phelps pond,20:59:00,21:25:00,Rana clamitans,1,NA,night,359
Brandon Hoenig,2022-06-03T00:00:00Z,phelps pond,20:59:00,21:25:00,Rana catesbeiana,1,NA,night,360
Brandon Hoenig,2022-06-03T00:00:00Z,phelps pond,20:59:00,21:25:00,Rana catesbeiana,1,NA,night,361
Brandon Hoenig,2022-06-03T00:00:00Z,phelps pond,20:59:00,21:25:00,Rana catesbeiana,1,NA,night,362
Brandon Hoenig,2022-06-03T00:00:00Z,phelps pond,20:59:00,21:25:00,Rana catesbeiana,1,NA,night,363
Brandon Hoenig,2022-06-03T00:00:00Z,phelps pond,20:59:00,21:25:00,Rana catesbeiana,5,NA,night,364
Brandon Hoenig,2022-06-03T00:00:00Z,phelps pond,20:59:00,21:25:00,Rana clamitans,1,NA,night,365
Brandon Hoenig,2022-06-03T00:00:00Z,phelps pond,20:59:00,21:25:00,Rana clamitans,1,NA,night,366
Brandon Hoenig,2022-06-03T00:00:00Z,phelps pond,20:59:00,21:25:00,Rana catesbeiana,1,NA,night,367
Brandon Hoenig,2022-06-03T00:00:00Z,phelps pond,20:59:00,21:25:00,Rana catesbeiana,1,NA,night,368
Emily Jolly,2022-06-03T00:00:00Z,phelps pond,20:59:00,21:25:00,Rana catesbeiana,1,NA,night,369
Emily Jolly,2022-06-03T00:00:00Z,phelps pond,20:59:00,21:25:00,Rana catesbeiana,1,NA,night,370
NA,2022-06-03T00:00:00Z,NA,20:57:00,21:26:00,Rana catesbeiana,1,NA,night,371
NA,2022-06-03T00:00:00Z,NA,20:57:00,21:26:00,Rana clamitans,1,NA,night,372
NA,2022-06-03T00:00:00Z,NA,20:57:00,21:26:00,Rana catesbeiana,1,NA,night,373
NA,2022-06-03T00:00:00Z,NA,20:57:00,21:26:00,Rana clamitans,1,NA,night,374
NA,2022-06-03T00:00:00Z,NA,20:57:00,21:26:00,Rana catesbeiana,1,NA,night,375
NA,2022-06-03T00:00:00Z,NA,20:57:00,21:26:00,Rana clamitans,1,NA,night,376
